gender;age;birthplace;marital_status;education;profession;car;km_driven;city;class;C9;C1/a;C1/b;C1/c;C2/a;C2/b;C2/c;C3/a;C3/b;C3/c;C3/d;C4/a;C5/a;C5/b;C6/a
M;25;China;Married;Master;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1813.00;;
F;25;China;Married;Master;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1813.00;;
M;32;China;Married;Master;Looking for a job;NSEP;30000;Milan;4;2793.15;;2644.48;;;;;;;;;539.60;1481.00;;
F;32;China;Married;Master;Looking for a job;NSEP;30000;Milan;4;2793.15;;2644.48;;;;;;;;;539.60;1481.00;;
M;25;Milan;Single;Master;Looking for a job;NSEP;30000;Milan;4;2751.55;;2605.23;;;;;;;;;477.16;1673.00;;
F;25;Milan;Single;Master;Looking for a job;NSEP;30000;Milan;4;2751.55;;2605.23;;;;;;;;;477.16;1673.00;;
M;32;Milan;Single;Master;Looking for a job;NSEP;30000;Milan;4;1960.64;;1608.74;;;;;;;;;414.90;1357.00;;
F;32;Milan;Single;Master;Looking for a job;NSEP;30000;Milan;4;1902.06;;1533.32;;;;;;;;;414.90;1357.00;;
M;25;Naples;Single;Master;Looking for a job;NSEP;30000;Milan;4;3207.79;;3035.71;;;;;;;;;505.92;1776.00;;
F;25;Naples;Single;Master;Looking for a job;NSEP;30000;Milan;4;3207.79;;3035.71;;;;;;;;;505.92;1776.00;;
M;32;Naples;Single;Master;Looking for a job;NSEP;30000;Milan;4;2186.05;;1914.87;;;;;;;;;435.16;1449.00;;
F;32;Naples;Single;Master;Looking for a job;NSEP;30000;Milan;4;2186.05;;1914.87;;;;;;;;;435.16;1449.00;;
M;25;Morocco;Single;Master;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1775.00;;
F;25;Morocco;Single;Master;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1775.00;;
M;32;Morocco;Single;Master;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1449.00;;
F;32;Morocco;Single;Master;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1449.00;;
M;25;China;Single;Master;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1775.00;;
F;25;China;Single;Master;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1775.00;;
M;32;China;Single;Master;Looking for a job;NSEP;30000;Milan;4;3270.21;;3094.62;;;;;;;;;539.60;1449.00;;
F;32;China;Single;Master;Looking for a job;NSEP;30000;Milan;4;3270.21;;3094.62;;;;;;;;;539.60;1449.00;;
M;25;Milan;Widow;Master;Looking for a job;NSEP;30000;Milan;4;3353.06;;3172.80;;;;;;;;;477.16;1862.00;;
F;25;Milan;Widow;Master;Looking for a job;NSEP;30000;Milan;4;3353.06;;3172.80;;;;;;;;;477.16;1862.00;;
M;32;Milan;Widow;Master;Looking for a job;NSEP;30000;Milan;4;2175.94;;1900.61;;;;;;;;;414.90;1505.00;;
F;32;Milan;Widow;Master;Looking for a job;NSEP;30000;Milan;4;2161.00;;1879.61;;;;;;;;;414.90;1505.00;;
M;25;Naples;Widow;Master;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;505.92;1965.00;;
F;25;Naples;Widow;Master;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;505.92;1965.00;;
M;32;Naples;Widow;Master;Looking for a job;NSEP;30000;Milan;4;2428.10;;2253.42;;;;;;;;;435.16;1597.00;;
F;32;Naples;Widow;Master;Looking for a job;NSEP;30000;Milan;4;2428.10;;2253.42;;;;;;;;;435.16;1597.00;;
M;25;Morocco;Widow;Master;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1949.00;;
F;25;Morocco;Widow;Master;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1949.00;;
M;32;Morocco;Widow;Master;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1593.00;;
F;32;Morocco;Widow;Master;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1593.00;;
M;25;China;Widow;Master;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1949.00;;
F;25;China;Widow;Master;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1949.00;;
M;32;China;Widow;Master;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1593.00;;
F;32;China;Widow;Master;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1593.00;;
M;25;Milan;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;477.16;1720.00;;
F;25;Milan;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;477.16;1720.00;;
M;32;Milan;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3130.54;;2962.81;;;;;;;;;414.90;1394.00;;
F;32;Milan;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;4;2970.07;;2811.41;;;;;;;;;414.90;1394.00;;
M;25;Naples;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;505.92;1824.00;;
F;25;Naples;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;505.92;1824.00;;
M;32;Naples;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;435.16;1486.00;;
F;32;Naples;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;435.16;1486.00;;
M;25;Morocco;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1813.00;;
F;25;Morocco;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1813.00;;
M;32;Morocco;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1481.00;;
F;32;Morocco;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1481.00;;
M;25;China;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1813.00;;
F;25;China;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1813.00;;
M;32;China;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1481.00;;
F;32;China;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1481.00;;
M;25;Milan;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;477.16;1673.00;;
F;25;Milan;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;477.16;1673.00;;
M;32;Milan;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;414.90;1357.00;;
F;32;Milan;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;414.90;1357.00;;
M;25;Naples;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;505.92;1776.00;;
F;25;Naples;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;505.92;1776.00;;
M;32;Naples;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;435.16;1449.00;;
F;32;Naples;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;435.16;1449.00;;
M;25;Morocco;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1775.00;;
F;25;Morocco;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1775.00;;
M;32;Morocco;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1449.00;;
F;32;Morocco;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1449.00;;
M;25;China;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1775.00;;
F;25;China;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1775.00;;
M;32;China;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1449.00;;
F;32;China;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1449.00;;
M;25;Milan;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;477.16;1862.00;;
F;25;Milan;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;477.16;1862.00;;
M;32;Milan;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;414.90;1505.00;;
F;32;Milan;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;414.90;1505.00;;
M;25;Naples;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;505.92;1965.00;;
F;25;Naples;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;505.92;1965.00;;
M;32;Naples;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;435.16;1597.00;;
F;32;Naples;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;435.16;1597.00;;
M;25;Morocco;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1949.00;;
F;25;Morocco;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1949.00;;
M;32;Morocco;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1593.00;;
F;32;Morocco;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1593.00;;
M;25;China;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1949.00;;
F;25;China;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1949.00;;
M;32;China;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1593.00;;
F;32;China;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1593.00;;
M;25;Milan;Married;Master;Employee;NSEP;30000;Milan;4;1818.66;;1413.20;1373.71;;;;;;;;477.16;1762.00;;
F;25;Milan;Married;Master;Employee;NSEP;30000;Milan;4;1818.66;;1413.20;1373.71;;;;;;;;477.16;1762.00;;
M;32;Milan;Married;Master;Employee;NSEP;30000;Milan;4;1099.81;;861.20;877.15;;;;;;;;414.90;1430.00;;
F;32;Milan;Married;Master;Employee;NSEP;30000;Milan;4;1094.39;;857.71;873.91;;;;;;;;414.90;1430.00;;
M;25;Naples;Married;Master;Employee;NSEP;30000;Milan;4;2119.50;;1821.87;;;;;;;;;505.92;1875.00;;
F;25;Naples;Married;Master;Employee;NSEP;30000;Milan;4;2119.50;;1821.87;;;;;;;;;505.92;1875.00;;
M;32;Naples;Married;Master;Employee;NSEP;30000;Milan;4;1233.59;;944.69;959.60;;;;;;;;435.16;1530.00;;
F;32;Naples;Married;Master;Employee;NSEP;30000;Milan;4;1233.59;;944.69;959.60;;;;;;;;435.16;1530.00;;
M;25;Morocco;Married;Master;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1862.00;;
F;25;Morocco;Married;Master;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1862.00;;
M;32;Morocco;Married;Master;Employee;NSEP;30000;Milan;4;2680.69;;2538.36;;;;;;;;;539.60;1531.00;;
F;32;Morocco;Married;Master;Employee;NSEP;30000;Milan;4;2680.69;;2538.36;;;;;;;;;539.60;1531.00;;
M;25;China;Married;Master;Employee;NSEP;30000;Milan;4;2582.39;;2429.53;;;;;;;;;577.08;1862.00;;
F;25;China;Married;Master;Employee;NSEP;30000;Milan;4;2582.39;;2429.53;;;;;;;;;577.08;1862.00;;
M;32;China;Married;Master;Employee;NSEP;30000;Milan;4;1993.55;;1651.88;;;;;;;;;539.60;1531.00;;
F;32;China;Married;Master;Employee;NSEP;30000;Milan;4;1993.55;;1651.88;;;;;;;;;539.60;1531.00;;
M;25;Milan;Single;Master;Employee;NSEP;30000;Milan;4;1990.72;;1648.15;;;;;;;;;477.16;1712.00;;
F;25;Milan;Single;Master;Employee;NSEP;30000;Milan;4;1990.72;;1648.15;;;;;;;;;477.16;1712.00;;
M;32;Milan;Single;Master;Employee;NSEP;30000;Milan;4;1300.40;;984.19;997.99;;;;;;;;414.90;1391.00;;
F;32;Milan;Single;Master;Employee;NSEP;30000;Milan;4;1258.35;;959.22;974.01;;;;;;;;414.90;1391.00;;
M;25;Naples;Single;Master;Employee;NSEP;30000;Milan;4;2311.14;;2091.51;;;;;;;;;505.92;1824.00;;
F;25;Naples;Single;Master;Employee;NSEP;30000;Milan;4;2311.14;;2091.51;;;;;;;;;505.92;1824.00;;
M;32;Naples;Single;Master;Employee;NSEP;30000;Milan;4;1484.26;;1100.86;1105.89;;;;;;;;435.16;1491.00;;
F;32;Naples;Single;Master;Employee;NSEP;30000;Milan;4;1484.26;;1100.86;1105.89;;;;;;;;435.16;1491.00;;
M;25;Morocco;Single;Master;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1822.00;;
F;25;Morocco;Single;Master;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1822.00;;
M;32;Morocco;Single;Master;Employee;NSEP;30000;Milan;4;3136.07;;2968.03;;;;;;;;;539.60;1497.00;;
F;32;Morocco;Single;Master;Employee;NSEP;30000;Milan;4;3136.07;;2968.03;;;;;;;;;539.60;1497.00;;
M;25;China;Single;Master;Employee;NSEP;30000;Milan;4;2818.67;;2668.55;;;;;;;;;577.08;1822.00;;
F;25;China;Single;Master;Employee;NSEP;30000;Milan;4;2818.67;;2668.55;;;;;;;;;577.08;1822.00;;
M;32;China;Single;Master;Employee;NSEP;30000;Milan;4;2371.10;;2178.20;;;;;;;;;539.60;1497.00;;
F;32;China;Single;Master;Employee;NSEP;30000;Milan;4;2371.10;;2178.20;;;;;;;;;539.60;1497.00;;
M;25;Milan;Widow;Master;Employee;NSEP;30000;Milan;4;2411.69;;2234.93;;;;;;;;;477.16;1906.00;;
F;25;Milan;Widow;Master;Employee;NSEP;30000;Milan;4;2411.69;;2234.93;;;;;;;;;477.16;1906.00;;
M;32;Milan;Widow;Master;Employee;NSEP;30000;Milan;4;1499.47;;1111.80;1116.50;;;;;;;;414.90;1542.00;;
F;32;Milan;Widow;Master;Employee;NSEP;30000;Milan;4;1485.48;;1101.76;1106.73;;;;;;;;414.90;1542.00;;
M;25;Naples;Widow;Master;Employee;NSEP;30000;Milan;4;2978.30;;2819.17;;;;;;;;;505.92;2019.00;;
F;25;Naples;Widow;Master;Employee;NSEP;30000;Milan;4;2978.30;;2819.17;;;;;;;;;505.92;2019.00;;
M;32;Naples;Widow;Master;Employee;NSEP;30000;Milan;4;1712.02;;1265.65;1263.70;;;;;;;;435.16;1643.00;;
F;32;Naples;Widow;Master;Employee;NSEP;30000;Milan;4;1712.02;;1265.65;1263.70;;;;;;;;435.16;1643.00;;
M;25;Morocco;Widow;Master;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;2000.00;;
F;25;Morocco;Widow;Master;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;2000.00;;
M;32;Morocco;Widow;Master;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1645.00;;
F;32;Morocco;Widow;Master;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1645.00;;
M;25;China;Widow;Master;Employee;NSEP;30000;Milan;4;3274.64;;3098.81;;;;;;;;;577.08;2000.00;;
F;25;China;Widow;Master;Employee;NSEP;30000;Milan;4;3274.64;;3098.81;;;;;;;;;577.08;2000.00;;
M;32;China;Widow;Master;Employee;NSEP;30000;Milan;4;2632.81;;2487.97;;;;;;;;;539.60;1645.00;;
F;32;China;Widow;Master;Employee;NSEP;30000;Milan;4;2632.81;;2487.97;;;;;;;;;539.60;1645.00;;
M;25;Milan;Married;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;477.16;1762.00;;
F;25;Milan;Married;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;477.16;1762.00;;
M;32;Milan;Married;Without a qualification;Employee;NSEP;30000;Milan;4;2203.48;;1939.59;;;;;;;;;414.90;1430.00;;
F;32;Milan;Married;Without a qualification;Employee;NSEP;30000;Milan;4;2091.14;;1782.92;;;;;;;;;414.90;1430.00;;
M;25;Naples;Married;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;505.92;1875.00;;
F;25;Naples;Married;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;505.92;1875.00;;
M;32;Naples;Married;Without a qualification;Employee;NSEP;30000;Milan;4;2609.93;;2461.39;;;;;;;;;435.16;1530.00;;
F;32;Naples;Married;Without a qualification;Employee;NSEP;30000;Milan;4;2609.93;;2461.39;;;;;;;;;435.16;1530.00;;
M;25;Morocco;Married;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1862.00;;
F;25;Morocco;Married;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1862.00;;
M;32;Morocco;Married;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1531.00;;
F;32;Morocco;Married;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1531.00;;
M;25;China;Married;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1862.00;;
F;25;China;Married;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1862.00;;
M;32;China;Married;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1531.00;;
F;32;China;Married;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1531.00;;
M;25;Milan;Single;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;477.16;1712.00;;
F;25;Milan;Single;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;477.16;1712.00;;
M;32;Milan;Single;Without a qualification;Employee;NSEP;30000;Milan;4;2573.32;;2419.06;;;;;;;;;414.90;1391.00;;
F;32;Milan;Single;Without a qualification;Employee;NSEP;30000;Milan;4;2441.82;;2268.92;;;;;;;;;414.90;1391.00;;
M;25;Naples;Single;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;505.92;1824.00;;
F;25;Naples;Single;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;505.92;1824.00;;
M;32;Naples;Single;Without a qualification;Employee;NSEP;30000;Milan;4;3051.73;;2888.44;;;;;;;;;435.16;1491.00;;
F;32;Naples;Single;Without a qualification;Employee;NSEP;30000;Milan;4;3051.73;;2888.44;;;;;;;;;435.16;1491.00;;
M;25;Morocco;Single;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1822.00;;
F;25;Morocco;Single;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1822.00;;
M;32;Morocco;Single;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1497.00;;
F;32;Morocco;Single;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1497.00;;
M;25;China;Single;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1822.00;;
F;25;China;Single;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;1822.00;;
M;32;China;Single;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1497.00;;
F;32;China;Single;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1497.00;;
M;25;Milan;Widow;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;477.16;1906.00;;
F;25;Milan;Widow;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;477.16;1906.00;;
M;32;Milan;Widow;Without a qualification;Employee;NSEP;30000;Milan;4;2864.30;;2711.59;;;;;;;;;414.90;1542.00;;
F;32;Milan;Widow;Without a qualification;Employee;NSEP;30000;Milan;4;2844.09;;2692.53;;;;;;;;;414.90;1542.00;;
M;25;Naples;Widow;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;505.92;2019.00;;
F;25;Naples;Widow;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;505.92;2019.00;;
M;32;Naples;Widow;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;435.16;1643.00;;
F;32;Naples;Widow;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;435.16;1643.00;;
M;25;Morocco;Widow;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;2000.00;;
F;25;Morocco;Widow;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;2000.00;;
M;32;Morocco;Widow;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1645.00;;
F;32;Morocco;Widow;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1645.00;;
M;25;China;Widow;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;2000.00;;
F;25;China;Widow;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;577.08;2000.00;;
M;32;China;Widow;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1645.00;;
F;32;China;Widow;Without a qualification;Employee;NSEP;30000;Milan;4;3390.72;;3208.34;;;;;;;;;539.60;1645.00;;
M;25;Milan;Married;Master;Looking for a job;OLED;10000;Milan;4;2622.04;;2475.44;;2248.19;2176.28;;;;;;678.77;2998.00;;
F;25;Milan;Married;Master;Looking for a job;OLED;10000;Milan;4;2622.04;;2475.44;;2248.19;2176.28;;;;;;678.77;2998.00;;
M;32;Milan;Married;Master;Looking for a job;OLED;10000;Milan;4;1447.61;;1074.52;1080.29;1848.87;1789.99;;;;;;593.19;2998.00;;
F;32;Milan;Married;Master;Looking for a job;OLED;10000;Milan;4;1370.39;;1024.11;1038.21;1848.87;1789.99;;;;;;593.19;2998.00;;
M;25;Naples;Married;Master;Looking for a job;OLED;10000;Milan;4;3059.14;;2895.44;;2248.19;2176.28;;;;;;721.79;2998.00;;
F;25;Naples;Married;Master;Looking for a job;OLED;10000;Milan;4;3059.14;;2895.44;;2248.19;2176.28;;;;;;721.79;2998.00;;
M;32;Naples;Married;Master;Looking for a job;OLED;10000;Milan;4;1754.52;;1323.47;1292.79;1848.87;1789.99;;;;;;625.12;2998.00;;
F;32;Naples;Married;Master;Looking for a job;OLED;10000;Milan;4;1754.52;;1323.47;1292.79;1848.87;1789.99;;;;;;625.12;2998.00;;
M;25;Morocco;Married;Master;Looking for a job;OLED;10000;Milan;4;3390.72;;3208.34;;;;;;;;;824.15;2998.00;;
F;25;Morocco;Married;Master;Looking for a job;OLED;10000;Milan;4;3390.72;;3208.34;;;;;;;;;824.15;2998.00;;
M;32;Morocco;Married;Master;Looking for a job;OLED;10000;Milan;4;3390.72;;3208.34;;;;;;;;;775.14;2998.00;;
F;32;Morocco;Married;Master;Looking for a job;OLED;10000;Milan;4;3390.72;;3208.34;;;;;;;;;775.14;2998.00;;
M;25;China;Married;Master;Looking for a job;OLED;10000;Milan;4;3390.72;;3208.34;;2248.19;2176.28;;;;;;824.15;2998.00;;
F;25;China;Married;Master;Looking for a job;OLED;10000;Milan;4;3390.72;;3208.34;;2248.19;2176.28;;;;;;824.15;2998.00;;
M;32;China;Married;Master;Looking for a job;OLED;10000;Milan;4;2605.02;;2455.70;;1848.87;1789.99;;;;;;775.14;2998.00;;
F;32;China;Married;Master;Looking for a job;OLED;10000;Milan;4;2605.02;;2455.70;;1848.87;1789.99;;;;;;775.14;2998.00;;
M;25;Milan;Single;Master;Looking for a job;OLED;10000;Milan;4;2862.41;;2709.83;;2248.19;2176.28;;;;;;678.77;2998.00;;
F;25;Milan;Single;Master;Looking for a job;OLED;10000;Milan;4;2862.41;;2709.83;;2248.19;2176.28;;;;;;678.77;2998.00;;
M;32;Milan;Single;Master;Looking for a job;OLED;10000;Milan;4;1786.09;;1367.28;1330.39;1848.87;1789.99;;;;;;593.19;2998.00;;
