gender;age;birthplace;marital_status;education;profession;car;km_driven;city;class;C9;C1/a;C1/b;C1/c;C2/a;C2/b;C2/c;C3/a;C3/b;C3/c;C3/d;C4/a;C5/a;C5/b;C6/a
F;25;China;Married;Master;Employee;NSEP;10000;Naples;9;1309.62;;989.65;1003.30;;;;;;;;591.69;1694.00;;
M;32;China;Married;Master;Employee;NSEP;10000;Naples;9;1041.00;;824.18;841.62;;;;;;;;552.14;1560.00;;
F;32;China;Married;Master;Employee;NSEP;10000;Naples;9;1041.00;;824.18;841.62;;;;;;;;552.14;1560.00;;
M;25;Milan;Single;Master;Employee;NSEP;10000;Naples;9;1051.55;;830.71;848.08;;;;;;;;488.75;1555.00;;
F;25;Milan;Single;Master;Employee;NSEP;10000;Naples;9;1051.55;;830.71;848.08;;;;;;;;488.75;1555.00;;
M;32;Milan;Single;Master;Employee;NSEP;10000;Naples;9;770.00;;653.73;676.05;;;;;;;;424.97;1418.00;;
F;32;Milan;Single;Master;Employee;NSEP;10000;Naples;9;757.09;;645.54;667.97;;;;;;;;424.97;1418.00;;
M;25;Naples;Single;Master;Employee;NSEP;10000;Naples;9;1185.81;;915.85;930.48;;;;;;;;518.20;1665.00;;
F;25;Naples;Single;Master;Employee;NSEP;10000;Naples;9;1185.81;;915.85;930.48;;;;;;;;518.20;1665.00;;
M;32;Naples;Single;Master;Employee;NSEP;10000;Naples;9;825.28;;690.25;710.42;;;;;;;;445.27;1520.00;;
F;32;Naples;Single;Master;Employee;NSEP;10000;Naples;9;825.28;;690.25;710.42;;;;;;;;445.27;1520.00;;
M;25;Morocco;Single;Master;Employee;NSEP;10000;Naples;9;2911.02;;2755.69;;;;;;;;;591.69;1661.00;;
F;25;Morocco;Single;Master;Employee;NSEP;10000;Naples;9;2911.02;;2755.69;;;;;;;;;591.69;1661.00;;
M;32;Morocco;Single;Master;Employee;NSEP;10000;Naples;9;1416.82;;1052.38;1063.29;;;;;;;;552.14;1526.00;;
F;32;Morocco;Single;Master;Employee;NSEP;10000;Naples;9;1416.82;;1052.38;1063.29;;;;;;;;552.14;1526.00;;
M;25;China;Single;Master;Employee;NSEP;10000;Naples;9;1379.64;;1029.21;1043.25;;;;;;;;591.69;1661.00;;
F;25;China;Single;Master;Employee;NSEP;10000;Naples;9;1379.64;;1029.21;1043.25;;;;;;;;591.69;1661.00;;
M;32;China;Single;Master;Employee;NSEP;10000;Naples;9;1158.49;;898.68;913.61;;;;;;;;552.14;1526.00;;
F;32;China;Single;Master;Employee;NSEP;10000;Naples;9;1158.49;;898.68;913.61;;;;;;;;552.14;1526.00;;
M;25;Milan;Widow;Master;Employee;NSEP;10000;Naples;9;1168.05;;904.70;919.53;;;;;;;;488.75;1720.00;;
F;25;Milan;Widow;Master;Employee;NSEP;10000;Naples;9;1168.05;;904.70;919.53;;;;;;;;488.75;1720.00;;
M;32;Milan;Widow;Master;Employee;NSEP;10000;Naples;9;845.48;;703.83;723.77;;;;;;;;424.97;1568.00;;
F;32;Milan;Widow;Master;Employee;NSEP;10000;Naples;9;822.48;;688.35;708.55;;;;;;;;424.97;1568.00;;
M;25;Naples;Widow;Master;Employee;NSEP;10000;Naples;9;1362.95;;1020.00;1033.98;;;;;;;;518.20;1831.00;;
F;25;Naples;Widow;Master;Employee;NSEP;10000;Naples;9;1362.95;;1020.00;1033.98;;;;;;;;518.20;1831.00;;
M;32;Naples;Widow;Master;Employee;NSEP;10000;Naples;9;918.47;;749.64;770.86;;;;;;;;445.27;1672.00;;
F;32;Naples;Widow;Master;Employee;NSEP;10000;Naples;9;918.47;;749.64;770.86;;;;;;;;445.27;1672.00;;
M;25;Morocco;Widow;Master;Employee;NSEP;10000;Naples;9;3383.93;;3201.93;;;;;;;;;591.69;1812.00;;
F;25;Morocco;Widow;Master;Employee;NSEP;10000;Naples;9;3383.93;;3201.93;;;;;;;;;591.69;1812.00;;
M;32;Morocco;Widow;Master;Employee;NSEP;10000;Naples;9;1633.33;;1207.34;1209.66;;;;;;;;552.14;1673.00;;
F;32;Morocco;Widow;Master;Employee;NSEP;10000;Naples;9;1633.33;;1207.34;1209.66;;;;;;;;552.14;1673.00;;
M;25;China;Widow;Master;Employee;NSEP;10000;Naples;9;1699.84;;1254.34;1255.34;;;;;;;;591.69;1812.00;;
F;25;China;Widow;Master;Employee;NSEP;10000;Naples;9;1699.84;;1254.34;1255.34;;;;;;;;591.69;1812.00;;
M;32;China;Widow;Master;Employee;NSEP;10000;Naples;9;1248.88;;953.68;968.56;;;;;;;;552.14;1673.00;;
F;32;China;Widow;Master;Employee;NSEP;10000;Naples;9;1248.88;;953.68;968.56;;;;;;;;552.14;1673.00;;
M;25;Milan;Married;Without a qualification;Employee;NSEP;10000;Naples;9;1931.79;;1571.37;;;;;;;;;488.75;1596.00;;
F;25;Milan;Married;Without a qualification;Employee;NSEP;10000;Naples;9;1931.79;;1571.37;;;;;;;;;488.75;1596.00;;
M;32;Milan;Married;Without a qualification;Employee;NSEP;10000;Naples;9;1019.58;;810.79;828.46;;;;;;;;424.97;1456.00;;
F;32;Milan;Married;Without a qualification;Employee;NSEP;10000;Naples;9;1014.55;;807.62;825.34;;;;;;;;424.97;1456.00;;
M;25;Naples;Married;Without a qualification;Employee;NSEP;10000;Naples;9;2380.56;;2192.00;;;;;;;;;518.20;1707.00;;
F;25;Naples;Married;Without a qualification;Employee;NSEP;10000;Naples;9;2380.56;;2192.00;;;;;;;;;518.20;1707.00;;
M;32;Naples;Married;Without a qualification;Employee;NSEP;10000;Naples;9;1117.01;;872.27;887.68;;;;;;;;445.27;1560.00;;
F;32;Naples;Married;Without a qualification;Employee;NSEP;10000;Naples;9;1117.01;;872.27;887.68;;;;;;;;445.27;1560.00;;
M;25;Morocco;Married;Without a qualification;Employee;NSEP;10000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1694.00;;
F;25;Morocco;Married;Without a qualification;Employee;NSEP;10000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1694.00;;
M;32;Morocco;Married;Without a qualification;Employee;NSEP;10000;Naples;9;2450.97;;2279.28;;;;;;;;;552.14;1560.00;;
F;32;Morocco;Married;Without a qualification;Employee;NSEP;10000;Naples;9;2450.97;;2279.28;;;;;;;;;552.14;1560.00;;
M;25;China;Married;Without a qualification;Employee;NSEP;10000;Naples;9;2610.73;;2462.31;;;;;;;;;591.69;1694.00;;
F;25;China;Married;Without a qualification;Employee;NSEP;10000;Naples;9;2610.73;;2462.31;;;;;;;;;591.69;1694.00;;
M;32;China;Married;Without a qualification;Employee;NSEP;10000;Naples;9;1650.64;;1219.58;1221.56;;;;;;;;552.14;1560.00;;
F;32;China;Married;Without a qualification;Employee;NSEP;10000;Naples;9;1650.64;;1219.58;1221.56;;;;;;;;552.14;1560.00;;
M;25;Milan;Single;Without a qualification;Employee;NSEP;10000;Naples;9;2105.88;;1803.09;;;;;;;;;488.75;1555.00;;
F;25;Milan;Single;Without a qualification;Employee;NSEP;10000;Naples;9;2105.88;;1803.09;;;;;;;;;488.75;1555.00;;
M;32;Milan;Single;Without a qualification;Employee;NSEP;10000;Naples;9;1138.76;;886.17;901.32;;;;;;;;424.97;1418.00;;
F;32;Milan;Single;Without a qualification;Employee;NSEP;10000;Naples;9;1138.76;;886.17;901.32;;;;;;;;424.97;1418.00;;
M;25;Naples;Single;Without a qualification;Employee;NSEP;10000;Naples;9;2596.11;;2445.38;;;;;;;;;518.20;1665.00;;
F;25;Naples;Single;Without a qualification;Employee;NSEP;10000;Naples;9;2596.11;;2445.38;;;;;;;;;518.20;1665.00;;
M;32;Naples;Single;Without a qualification;Employee;NSEP;10000;Naples;9;1247.58;;952.91;967.81;;;;;;;;445.27;1520.00;;
F;32;Naples;Single;Without a qualification;Employee;NSEP;10000;Naples;9;1247.58;;952.91;967.81;;;;;;;;445.27;1520.00;;
M;25;Morocco;Single;Without a qualification;Employee;NSEP;10000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1661.00;;
F;25;Morocco;Single;Without a qualification;Employee;NSEP;10000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1661.00;;
M;32;Morocco;Single;Without a qualification;Employee;NSEP;10000;Naples;9;2859.74;;2707.30;;;;;;;;;552.14;1526.00;;
F;32;Morocco;Single;Without a qualification;Employee;NSEP;10000;Naples;9;2859.74;;2707.30;;;;;;;;;552.14;1526.00;;
M;25;China;Single;Without a qualification;Employee;NSEP;10000;Naples;9;2849.95;;2698.06;;;;;;;;;591.69;1661.00;;
F;25;China;Single;Without a qualification;Employee;NSEP;10000;Naples;9;2849.95;;2698.06;;;;;;;;;591.69;1661.00;;
M;32;China;Single;Without a qualification;Employee;NSEP;10000;Naples;9;2036.88;;1709.46;;;;;;;;;552.14;1526.00;;
F;32;China;Single;Without a qualification;Employee;NSEP;10000;Naples;9;2036.88;;1709.46;;;;;;;;;552.14;1526.00;;
M;25;Milan;Widow;Without a qualification;Employee;NSEP;10000;Naples;9;2438.28;;2264.93;;;;;;;;;488.75;1720.00;;
F;25;Milan;Widow;Without a qualification;Employee;NSEP;10000;Naples;9;2438.28;;2264.93;;;;;;;;;488.75;1720.00;;
M;32;Milan;Widow;Without a qualification;Employee;NSEP;10000;Naples;9;1300.11;;984.03;997.84;;;;;;;;424.97;1568.00;;
F;32;Milan;Widow;Without a qualification;Employee;NSEP;10000;Naples;9;1230.79;;943.03;957.91;;;;;;;;424.97;1568.00;;
M;25;Naples;Widow;Without a qualification;Employee;NSEP;10000;Naples;9;3011.57;;2850.56;;;;;;;;;518.20;1831.00;;
F;25;Naples;Widow;Without a qualification;Employee;NSEP;10000;Naples;9;3011.57;;2850.56;;;;;;;;;518.20;1831.00;;
M;32;Naples;Widow;Without a qualification;Employee;NSEP;10000;Naples;9;1575.38;;1166.24;1169.39;;;;;;;;445.27;1672.00;;
F;32;Naples;Widow;Without a qualification;Employee;NSEP;10000;Naples;9;1575.38;;1166.24;1169.39;;;;;;;;445.27;1672.00;;
M;25;Morocco;Widow;Without a qualification;Employee;NSEP;10000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1812.00;;
F;25;Morocco;Widow;Without a qualification;Employee;NSEP;10000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1812.00;;
M;32;Morocco;Widow;Without a qualification;Employee;NSEP;10000;Naples;9;3181.10;;3010.53;;;;;;;;;552.14;1673.00;;
F;32;Morocco;Widow;Without a qualification;Employee;NSEP;10000;Naples;9;3181.10;;3010.53;;;;;;;;;552.14;1673.00;;
M;25;China;Widow;Without a qualification;Employee;NSEP;10000;Naples;9;3311.64;;3133.71;;;;;;;;;591.69;1812.00;;
F;25;China;Widow;Without a qualification;Employee;NSEP;10000;Naples;9;3311.64;;3133.71;;;;;;;;;591.69;1812.00;;
M;32;China;Widow;Without a qualification;Employee;NSEP;10000;Naples;9;2293.28;;2066.00;;;;;;;;;552.14;1673.00;;
F;32;China;Widow;Without a qualification;Employee;NSEP;10000;Naples;9;2293.28;;2066.00;;;;;;;;;552.14;1673.00;;
M;25;Milan;Married;Master;Looking for a job;NSEP;30000;Naples;9;2435.23;;2261.49;;;;;;;;;488.75;1621.00;;
F;25;Milan;Married;Master;Looking for a job;NSEP;30000;Naples;9;2435.23;;2261.49;;;;;;;;;488.75;1621.00;;
M;32;Milan;Married;Master;Looking for a job;NSEP;30000;Naples;9;1276.32;;969.86;984.32;;;;;;;;424.97;1479.00;;
F;32;Milan;Married;Master;Looking for a job;NSEP;30000;Naples;9;1276.32;;969.86;984.32;;;;;;;;424.97;1479.00;;
M;25;Naples;Married;Master;Looking for a job;NSEP;30000;Naples;9;3007.78;;2846.99;;;;;;;;;518.20;1733.00;;
F;25;Naples;Married;Master;Looking for a job;NSEP;30000;Naples;9;3007.78;;2846.99;;;;;;;;;518.20;1733.00;;
M;32;Naples;Married;Master;Looking for a job;NSEP;30000;Naples;9;1456.72;;1081.08;1086.65;;;;;;;;445.27;1583.00;;
F;32;Naples;Married;Master;Looking for a job;NSEP;30000;Naples;9;1456.72;;1081.08;1086.65;;;;;;;;445.27;1583.00;;
M;25;Morocco;Married;Master;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1725.00;;
F;25;Morocco;Married;Master;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1725.00;;
M;32;Morocco;Married;Master;Looking for a job;NSEP;30000;Naples;9;3246.63;;3072.37;;;;;;;;;552.14;1579.00;;
F;32;Morocco;Married;Master;Looking for a job;NSEP;30000;Naples;9;3246.63;;3072.37;;;;;;;;;552.14;1579.00;;
M;25;China;Married;Master;Looking for a job;NSEP;30000;Naples;9;3307.42;;3129.74;;;;;;;;;591.69;1725.00;;
F;25;China;Married;Master;Looking for a job;NSEP;30000;Naples;9;3307.42;;3129.74;;;;;;;;;591.69;1725.00;;
M;32;China;Married;Master;Looking for a job;NSEP;30000;Naples;9;2338.92;;2131.48;;;;;;;;;552.14;1579.00;;
F;32;China;Married;Master;Looking for a job;NSEP;30000;Naples;9;2338.92;;2131.48;;;;;;;;;552.14;1579.00;;
M;25;Milan;Single;Master;Looking for a job;NSEP;30000;Naples;9;2659.40;;2518.29;;;;;;;;;488.75;1582.00;;
F;25;Milan;Single;Master;Looking for a job;NSEP;30000;Naples;9;2659.40;;2518.29;;;;;;;;;488.75;1582.00;;
M;32;Milan;Single;Master;Looking for a job;NSEP;30000;Naples;9;2131.54;;1838.53;;;;;;;;;424.97;1443.00;;
F;32;Milan;Single;Master;Looking for a job;NSEP;30000;Naples;9;2116.94;;1818.34;;;;;;;;;424.97;1443.00;;
M;25;Naples;Single;Master;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;518.20;1693.00;;
F;25;Naples;Single;Master;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;518.20;1693.00;;
M;32;Naples;Single;Master;Looking for a job;NSEP;30000;Naples;9;2378.17;;2188.51;;;;;;;;;445.27;1547.00;;
F;32;Naples;Single;Master;Looking for a job;NSEP;30000;Naples;9;2378.17;;2188.51;;;;;;;;;445.27;1547.00;;
M;25;Morocco;Single;Master;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1694.00;;
F;25;Morocco;Single;Master;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1694.00;;
M;32;Morocco;Single;Master;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;552.14;1548.00;;
F;32;Morocco;Single;Master;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;552.14;1548.00;;
M;25;China;Single;Master;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1694.00;;
F;25;China;Single;Master;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1694.00;;
M;32;China;Single;Master;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;552.14;1548.00;;
F;32;China;Single;Master;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;552.14;1548.00;;
M;25;Milan;Widow;Master;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;488.75;1744.00;;
F;25;Milan;Widow;Master;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;488.75;1744.00;;
M;32;Milan;Widow;Master;Looking for a job;NSEP;30000;Naples;9;2478.32;;2310.31;;;;;;;;;424.97;1591.00;;
F;32;Milan;Widow;Master;Looking for a job;NSEP;30000;Naples;9;2351.74;;2150.04;;;;;;;;;424.97;1591.00;;
M;25;Naples;Widow;Master;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;518.20;1857.00;;
F;25;Naples;Widow;Master;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;518.20;1857.00;;
M;32;Naples;Widow;Master;Looking for a job;NSEP;30000;Naples;9;2938.20;;2781.33;;;;;;;;;445.27;1696.00;;
F;32;Naples;Widow;Master;Looking for a job;NSEP;30000;Naples;9;2938.20;;2781.33;;;;;;;;;445.27;1696.00;;
M;25;Morocco;Widow;Master;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1844.00;;
F;25;Morocco;Widow;Master;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1844.00;;
M;32;Morocco;Widow;Master;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;552.14;1694.00;;
F;32;Morocco;Widow;Master;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;552.14;1694.00;;
M;25;China;Widow;Master;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1844.00;;
F;25;China;Widow;Master;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1844.00;;
M;32;China;Widow;Master;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;552.14;1694.00;;
F;32;China;Widow;Master;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;552.14;1694.00;;
M;25;Milan;Married;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;488.75;1621.00;;
F;25;Milan;Married;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;488.75;1621.00;;
M;32;Milan;Married;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;424.97;1479.00;;
F;32;Milan;Married;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;424.97;1479.00;;
M;25;Naples;Married;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;518.20;1733.00;;
F;25;Naples;Married;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;518.20;1733.00;;
M;32;Naples;Married;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;445.27;1583.00;;
F;32;Naples;Married;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;445.27;1583.00;;
M;25;Morocco;Married;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1725.00;;
F;25;Morocco;Married;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1725.00;;
M;32;Morocco;Married;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;552.14;1579.00;;
F;32;Morocco;Married;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;552.14;1579.00;;
M;25;China;Married;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1725.00;;
F;25;China;Married;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1725.00;;
M;32;China;Married;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;552.14;1579.00;;
F;32;China;Married;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;552.14;1579.00;;
M;25;Milan;Single;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;488.75;1582.00;;
F;25;Milan;Single;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;488.75;1582.00;;
M;32;Milan;Single;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;424.97;1443.00;;
F;32;Milan;Single;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;424.97;1443.00;;
M;25;Naples;Single;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;518.20;1693.00;;
F;25;Naples;Single;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;518.20;1693.00;;
M;32;Naples;Single;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;445.27;1547.00;;
F;32;Naples;Single;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;445.27;1547.00;;
M;25;Morocco;Single;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1694.00;;
F;25;Morocco;Single;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;;;
M;32;Morocco;Single;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;552.14;1548.00;;
F;32;Morocco;Single;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;552.14;1548.00;;
M;25;China;Single;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1694.00;;
F;25;China;Single;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1694.00;;
M;32;China;Single;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;552.14;1548.00;;
F;32;China;Single;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;552.14;1548.00;;
M;25;Milan;Widow;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;488.75;1744.00;;
F;25;Milan;Widow;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;488.75;1744.00;;
M;32;Milan;Widow;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;424.97;1591.00;;
F;32;Milan;Widow;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;424.97;1591.00;;
M;25;Naples;Widow;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;518.20;1857.00;;
F;25;Naples;Widow;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;518.20;1857.00;;
M;32;Naples;Widow;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;445.27;1696.00;;
F;32;Naples;Widow;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;445.27;1696.00;;
M;25;Morocco;Widow;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1844.00;;
F;25;Morocco;Widow;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1844.00;;
M;32;Morocco;Widow;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;552.14;1694.00;;
F;32;Morocco;Widow;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;552.14;1694.00;;
M;25;China;Widow;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1844.00;;
F;25;China;Widow;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1844.00;;
M;32;China;Widow;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;552.14;1694.00;;
F;32;China;Widow;Without a qualification;Looking for a job;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;552.14;1694.00;;
M;25;Milan;Married;Master;Employee;NSEP;30000;Naples;9;2294.31;;2067.45;;;;;;;;;488.75;1660.00;;
F;25;Milan;Married;Master;Employee;NSEP;30000;Naples;9;2294.31;;2067.45;;;;;;;;;488.75;1660.00;;
M;32;Milan;Married;Master;Employee;NSEP;30000;Naples;9;1196.02;;922.23;936.74;;;;;;;;424.97;1514.00;;
F;32;Milan;Married;Master;Employee;NSEP;30000;Naples;9;1196.02;;922.23;936.74;;;;;;;;424.97;1514.00;;
M;25;Naples;Married;Master;Employee;NSEP;30000;Naples;9;2651.18;;2680.67;;;;;;;;;518.20;1782.00;;
F;25;Naples;Married;Master;Employee;NSEP;30000;Naples;9;2831.53;;2680.67;;;;;;;;;518.20;1782.00;;
M;32;Naples;Married;Master;Employee;NSEP;30000;Naples;9;1349.57;;1012.55;1026.35;;;;;;;;445.27;1627.00;;
F;32;Naples;Married;Master;Employee;NSEP;30000;Naples;9;1349.57;;1012.55;1026.35;;;;;;;;445.27;1627.00;;
M;25;Morocco;Married;Master;Employee;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1773.00;;
F;25;Morocco;Married;Master;Employee;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1773.00;;
M;32;Morocco;Married;Master;Employee;NSEP;30000;Naples;9;3065.24;;2901.19;;;;;;;;;552.14;1629.00;;
F;32;Morocco;Married;Master;Employee;NSEP;30000;Naples;9;3065.24;;2901.19;;;;;;;;;552.14;1629.00;;
M;25;China;Married;Master;Employee;NSEP;30000;Naples;9;3111.45;;2944.81;;;;;;;;;591.69;1773.00;;
F;25;China;Married;Master;Employee;NSEP;30000;Naples;9;3111.45;;2944.81;;;;;;;;;591.69;1773.00;;
M;32;China;Married;Master;Employee;NSEP;30000;Naples;9;1566.14;;1159.63;1162.94;;;;;;;;552.14;1629.00;;
F;32;China;Married;Master;Employee;NSEP;30000;Naples;9;1566.14;;1159.63;1162.94;;;;;;;;552.14;1629.00;;
M;25;Milan;Single;Master;Employee;NSEP;30000;Naples;9;1927.34;;1565.66;;;;;;;;;488.75;1619.00;;
F;25;Milan;Single;Master;Employee;NSEP;30000;Naples;9;1927.34;;1565.66;;;;;;;;;488.75;1619.00;;
M;32;Milan;Single;Master;Employee;NSEP;30000;Naples;9;1107.64;;866.25;881.79;;;;;;;;424.97;1476.00;;
F;32;Milan;Single;Master;Employee;NSEP;30000;Naples;9;1102.19;;862.73;878.55;;;;;;;;424.97;1476.00;;
M;25;Naples;Single;Master;Employee;NSEP;30000;Naples;9;2376.59;;2186.20;;;;;;;;;518.20;1740.00;;
F;25;Naples;Single;Master;Employee;NSEP;30000;Naples;9;2376.59;;2186.20;;;;;;;;;518.20;1740.00;;
M;32;Naples;Single;Master;Employee;NSEP;30000;Naples;9;1213.47;;932.76;947.39;;;;;;;;445.27;1588.00;;
F;32;Naples;Single;Master;Employee;NSEP;30000;Naples;9;1213.47;;932.76;947.39;;;;;;;;445.27;1588.00;;
M;25;Morocco;Single;Master;Employee;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1740.00;;
F;25;Morocco;Single;Master;Employee;NSEP;30000;Naples;9;3390.72;;3208.34;;;;;;;;;591.69;1740.00;;
M;32;Morocco;Single;Master;Employee;NSEP;30000;Naples;9;2750.49;;2604.22;;;;;;;;;552.14;1596.00;;
F;32;Morocco;Single;Master;Employee;NSEP;30000;Naples;9;2750.49;;2604.22;;;;;;;;;552.14;1596.00;;
M;25;China;Single;Master;Employee;NSEP;30000;Naples;9;2606.31;;2457.22;;;;;;;;;591.69;1740.00;;
F;25;China;Single;Master;Employee;NSEP;30000;Naples;9;2606.31;;2457.22;;;;;;;;;591.69;1740.00;;
M;32;China;Single;Master;Employee;NSEP;30000;Naples;9;1932.08;;1571.76;;;;;;;;;552.14;1596.00;;
